l_f	r_f	l_hyaw_out	l_hrol_out	l_hpit_out	l_knee_out	l_apit_out	r_hyaw_out	r_hrol_out	r_hpit_out	r_knee_out	r_apit_out	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	
3.403308	2.006589	-0.393327	-0.713808	0.165027	-3.316850	1.236370	-1.726556	0.948747	-2.659690	-14.205147	12.200296	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.110677	0.013388	0.038807	0.126372	-0.062368	0.070197	-0.036203	-0.268682	-0.245762	-0.090263	0.121490	0.038303	0.039613	-0.214727	0.009448	0.028828	-0.016123	-0.017083	-0.077752	-0.738680	0.081651	0.028019	0.013139	-0.174221	0.029247	0.003651	-0.028806	-0.028227	0.195446	-0.590919	0.751789	-0.906503	0.659404	-0.422199	0.000485	-0.242908	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086891	0.022508	0.043750	0.091354	-0.062213	0.074717	-0.038140	-0.272627	-0.252396	-0.185225	0.103926	0.048730	0.021409	-0.292966	-0.055238	0.002185	-0.005218	-0.021948	-0.142475	-0.817160	0.072349	0.051249	0.008800	-0.175442	-0.038195	-0.009031	-0.011073	-0.007690	0.044905	-0.567655	0.919535	-0.960736	0.393007	-0.277465	0.032768	-0.494554	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.080631	0.025326	0.046678	0.084351	-0.069355	0.075621	-0.038584	-0.273417	-0.267317	-0.204217	0.092050	0.049773	0.001792	-0.300790	-0.067290	-0.000479	-0.004477	-0.022435	-0.084040	-0.825008	0.069620	0.061404	-0.005675	-0.219732	-0.121499	-0.029438	0.007631	-0.027781	-0.190418	-0.386196	0.999834	-0.993187	0.018241	-0.116535	0.037632	-0.557800	
3.089496	2.204095	-0.460336	-1.658220	1.125743	-1.613364	1.882212	-1.140051	-0.163633	-2.201962	-9.611585	10.103502	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086891	0.022508	0.043750	0.091354	-0.062213	0.074717	-0.038140	-0.272627	-0.252396	-0.185225	0.103926	0.048730	0.021409	-0.292966	-0.055238	0.002185	-0.005218	-0.021948	-0.142475	-0.817160	0.072349	0.051249	0.008800	-0.175442	-0.038195	-0.009031	-0.011073	-0.007690	0.044905	-0.567655	0.919535	-0.960736	0.393007	-0.277465	0.032768	-0.494554	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.080631	0.025326	0.046678	0.084351	-0.069355	0.075621	-0.038584	-0.273417	-0.267317	-0.204217	0.092050	0.049773	0.001792	-0.300790	-0.067290	-0.000479	-0.004477	-0.022435	-0.084040	-0.825008	0.069620	0.061404	-0.005675	-0.219732	-0.121499	-0.029438	0.007631	-0.027781	-0.190418	-0.386196	0.999834	-0.993187	0.018241	-0.116535	0.037632	-0.557800	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.079379	0.025890	0.047263	0.038651	-0.070783	0.075583	-0.038673	-0.273574	-0.270302	-0.208016	0.090862	0.049877	-0.000170	-0.225149	-0.068496	-0.005631	-0.004403	-0.022483	-0.078197	-0.825793	0.060302	0.046201	-0.002875	-0.242057	-0.094714	-0.064810	0.027177	-0.082171	-0.478767	-0.132181	0.912961	-0.989967	-0.408048	0.141297	0.020992	-0.398023	
2.668691	1.108312	-0.062853	-1.144855	0.010993	1.808158	-0.162888	0.320345	-0.338811	0.535179	6.026398	0.332088	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.080631	0.025326	0.046678	0.084351	-0.069355	0.075621	-0.038584	-0.273417	-0.267317	-0.204217	0.092050	0.049773	0.001792	-0.300790	-0.067290	-0.000479	-0.004477	-0.022435	-0.084040	-0.825008	0.069620	0.061404	-0.005675	-0.219732	-0.121499	-0.029438	0.007631	-0.027781	-0.190418	-0.386196	0.999834	-0.993187	0.018241	-0.116535	0.037632	-0.557800	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.079379	0.025890	0.047263	0.038651	-0.070783	0.075583	-0.038673	-0.273574	-0.270302	-0.208016	0.090862	0.049877	-0.000170	-0.225149	-0.068496	-0.005631	-0.004403	-0.022483	-0.078197	-0.825793	0.060302	0.046201	-0.002875	-0.242057	-0.094714	-0.064810	0.027177	-0.082171	-0.478767	-0.132181	0.912961	-0.989967	-0.408048	0.141297	0.020992	-0.398023	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055380	0.037844	0.047380	0.029511	-0.071069	0.068597	-0.038303	-0.286595	-0.299664	-0.414252	0.042238	0.015922	-0.000366	-0.217585	-0.068616	-0.116419	0.023406	-0.216861	-0.747971	0.108653	0.030439	0.013124	0.011347	-0.253468	-0.070453	-0.072345	0.024723	-0.097199	-0.571837	0.202753	0.785320	-0.949807	-0.619090	0.312836	-0.073151	-0.338772	
2.513641	0.764040	-0.514132	0.398512	0.403216	1.722427	-1.936708	0.274572	0.186839	1.907617	8.542542	-4.699705	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.079379	0.025890	0.047263	0.038651	-0.070783	0.075583	-0.038673	-0.273574	-0.270302	-0.208016	0.090862	0.049877	-0.000170	-0.225149	-0.068496	-0.005631	-0.004403	-0.022483	-0.078197	-0.825793	0.060302	0.046201	-0.002875	-0.242057	-0.094714	-0.064810	0.027177	-0.082171	-0.478767	-0.132181	0.912961	-0.989967	-0.408048	0.141297	0.020992	-0.398023	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055380	0.037844	0.047380	0.029511	-0.071069	0.068597	-0.038303	-0.286595	-0.299664	-0.414252	0.042238	0.015922	-0.000366	-0.217585	-0.068616	-0.116419	0.023406	-0.216861	-0.747971	0.108653	0.030439	0.013124	0.011347	-0.253468	-0.070453	-0.072345	0.024723	-0.097199	-0.571837	0.202753	0.785320	-0.949807	-0.619090	0.312836	-0.073151	-0.338772	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047696	0.040268	0.050191	-0.036948	-0.105659	0.053120	-0.035111	-0.319661	-0.394885	-0.407589	0.001083	-0.001316	0.020901	-0.224157	-0.127952	-0.103070	0.012809	-0.204194	-0.778307	0.369948	0.022102	-0.001203	0.008651	-0.168210	-0.037556	-0.053538	0.018008	-0.058569	-0.413959	0.199543	0.666033	-0.924689	-0.745923	0.380724	-0.199393	-0.667506	
3.105261	0.943864	-1.010831	1.052397	1.722862	-1.464366	-3.196940	0.048657	-0.379468	4.469952	8.058750	-4.075495	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055380	0.037844	0.047380	0.029511	-0.071069	0.068597	-0.038303	-0.286595	-0.299664	-0.414252	0.042238	0.015922	-0.000366	-0.217585	-0.068616	-0.116419	0.023406	-0.216861	-0.747971	0.108653	0.030439	0.013124	0.011347	-0.253468	-0.070453	-0.072345	0.024723	-0.097199	-0.571837	0.202753	0.785320	-0.949807	-0.619090	0.312836	-0.073151	-0.338772	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047696	0.040268	0.050191	-0.036948	-0.105659	0.053120	-0.035111	-0.319661	-0.394885	-0.407589	0.001083	-0.001316	0.020901	-0.224157	-0.127952	-0.103070	0.012809	-0.204194	-0.778307	0.369948	0.022102	-0.001203	0.008651	-0.168210	-0.037556	-0.053538	0.018008	-0.058569	-0.413959	0.199543	0.666033	-0.924689	-0.745923	0.380724	-0.199393	-0.667506	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.045360	0.039840	0.050728	-0.063035	-0.126220	0.040452	-0.033503	-0.349417	-0.479481	-0.364939	-0.003730	-0.007111	0.006976	-0.085578	-0.141563	-0.118137	0.005469	-0.129645	-0.530436	0.244628	0.012715	0.004690	0.013642	-0.118505	-0.043551	-0.037105	0.018963	-0.002655	-0.212228	0.092450	0.490196	-0.897643	-0.871612	0.440724	-0.245908	-0.770788	
3.269963	1.495320	-0.041198	-0.204856	1.517615	-2.162562	-3.115901	0.410870	0.236599	5.907936	7.725130	-0.426629	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047696	0.040268	0.050191	-0.036948	-0.105659	0.053120	-0.035111	-0.319661	-0.394885	-0.407589	0.001083	-0.001316	0.020901	-0.224157	-0.127952	-0.103070	0.012809	-0.204194	-0.778307	0.369948	0.022102	-0.001203	0.008651	-0.168210	-0.037556	-0.053538	0.018008	-0.058569	-0.413959	0.199543	0.666033	-0.924689	-0.745923	0.380724	-0.199393	-0.667506	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.045360	0.039840	0.050728	-0.063035	-0.126220	0.040452	-0.033503	-0.349417	-0.479481	-0.364939	-0.003730	-0.007111	0.006976	-0.085578	-0.141563	-0.118137	0.005469	-0.129645	-0.530436	0.244628	0.012715	0.004690	0.013642	-0.118505	-0.043551	-0.037105	0.018963	-0.002655	-0.212228	0.092450	0.490196	-0.897643	-0.871612	0.440724	-0.245908	-0.770788	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.045716	0.039706	0.056361	-0.070409	-0.152361	0.025753	-0.032648	-0.349261	-0.534447	-0.339372	-0.014332	0.004523	0.071886	-0.013792	-0.218300	-0.066252	0.003455	0.152095	-0.169248	0.071573	-0.002497	0.021033	0.034545	-0.133685	-0.066650	-0.021657	0.012263	0.066035	-0.033141	0.004113	0.210227	-0.853700	-0.977653	0.520764	-0.068422	-0.716841	
3.327999	2.307198	0.144258	-0.393916	0.205352	-0.583289	0.020472	1.118106	1.722720	5.751876	9.442055	1.071094	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.045360	0.039840	0.050728	-0.063035	-0.126220	0.040452	-0.033503	-0.349417	-0.479481	-0.364939	-0.003730	-0.007111	0.006976	-0.085578	-0.141563	-0.118137	0.005469	-0.129645	-0.530436	0.244628	0.012715	0.004690	0.013642	-0.118505	-0.043551	-0.037105	0.018963	-0.002655	-0.212228	0.092450	0.490196	-0.897643	-0.871612	0.440724	-0.245908	-0.770788	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.045716	0.039706	0.056361	-0.070409	-0.152361	0.025753	-0.032648	-0.349261	-0.534447	-0.339372	-0.014332	0.004523	0.071886	-0.013792	-0.218300	-0.066252	0.003455	0.152095	-0.169248	0.071573	-0.002497	0.021033	0.034545	-0.133685	-0.066650	-0.021657	0.012263	0.066035	-0.033141	0.004113	0.210227	-0.853700	-0.977653	0.520764	-0.068422	-0.716841	0.366669	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046030	0.040091	0.067230	-0.075810	-0.183616	0.019421	-0.031484	-0.322767	-0.541345	-0.334259	-0.002829	0.002546	0.121998	-0.069078	-0.261917	-0.015698	0.011047	0.347423	0.087764	0.002621	-0.002795	0.017604	0.046228	-0.160420	-0.081697	-0.009219	0.014615	0.127333	0.088552	-0.007340	-0.093367	-0.772923	-0.995632	0.634500	-0.019011	-0.551404	
3.260445	3.056708	-0.010080	-0.289294	-0.653625	0.905621	5.980248	1.460161	1.729077	4.306301	8.807549	-2.524633	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.045716	0.039706	0.056361	-0.070409	-0.152361	0.025753	-0.032648	-0.349261	-0.534447	-0.339372	-0.014332	0.004523	0.071886	-0.013792	-0.218300	-0.066252	0.003455	0.152095	-0.169248	0.071573	-0.002497	0.021033	0.034545	-0.133685	-0.066650	-0.021657	0.012263	0.066035	-0.033141	0.004113	0.210227	-0.853700	-0.977653	0.520764	-0.068422	-0.716841	0.366669	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046030	0.040091	0.067230	-0.075810	-0.183616	0.019421	-0.031484	-0.322767	-0.541345	-0.334259	-0.002829	0.002546	0.121998	-0.069078	-0.261917	-0.015698	0.011047	0.347423	0.087764	0.002621	-0.002795	0.017604	0.046228	-0.160420	-0.081697	-0.009219	0.014615	0.127333	0.088552	-0.007340	-0.093367	-0.772923	-0.995632	0.634500	-0.019011	-0.551404	-0.001953	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046117	0.040208	0.082199	-0.092666	-0.214464	0.018251	-0.028593	-0.273630	-0.514516	-0.332970	-0.003773	-0.001607	0.087925	-0.125555	-0.189855	0.012389	0.032744	0.487348	0.307838	0.012825	-0.000469	0.011372	0.034447	-0.152618	-0.050531	0.009306	0.038464	0.167476	0.208283	0.007996	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	
3.252285	2.429039	0.292000	-0.662212	-1.126799	5.473695	8.193091	1.569276	-0.587390	1.015306	6.737284	-2.318257	0.366669	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046030	0.040091	0.067230	-0.075810	-0.183616	0.019421	-0.031484	-0.322767	-0.541345	-0.334259	-0.002829	0.002546	0.121998	-0.069078	-0.261917	-0.015698	0.011047	0.347423	0.087764	0.002621	-0.002795	0.017604	0.046228	-0.160420	-0.081697	-0.009219	0.014615	0.127333	0.088552	-0.007340	-0.093367	-0.772923	-0.995632	0.634500	-0.019011	-0.551404	-0.001953	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046117	0.040208	0.082199	-0.092666	-0.214464	0.018251	-0.028593	-0.273630	-0.514516	-0.332970	-0.003773	-0.001607	0.087925	-0.125555	-0.189855	0.012389	0.032744	0.487348	0.307838	0.012825	-0.000469	0.011372	0.034447	-0.152618	-0.050531	0.009306	0.038464	0.167476	0.208283	0.007996	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046207	0.039997	0.091711	-0.105149	-0.232968	0.019641	-0.023508	-0.212936	-0.480652	-0.332712	0.002065	-0.004581	0.041944	-0.095958	-0.040272	0.037182	0.052478	0.539028	0.464545	-0.045479	-0.000535	0.007120	0.014851	-0.126164	0.060225	0.030441	0.060051	0.173211	0.310284	-0.031206	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	
3.189561	2.103524	-0.321227	-1.250942	-0.058888	3.356849	8.130520	-0.230454	-1.286255	1.679404	0.047364	1.698756	-0.001953	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046117	0.040208	0.082199	-0.092666	-0.214464	0.018251	-0.028593	-0.273630	-0.514516	-0.332970	-0.003773	-0.001607	0.087925	-0.125555	-0.189855	0.012389	0.032744	0.487348	0.307838	0.012825	-0.000469	0.011372	0.034447	-0.152618	-0.050531	0.009306	0.038464	0.167476	0.208283	0.007996	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046207	0.039997	0.091711	-0.105149	-0.232968	0.019641	-0.023508	-0.212936	-0.480652	-0.332712	0.002065	-0.004581	0.041944	-0.095958	-0.040272	0.037182	0.052478	0.539028	0.464545	-0.045479	-0.000535	0.007120	0.014851	-0.126164	0.060225	0.030441	0.060051	0.173211	0.310284	-0.031206	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047558	0.038752	0.097855	-0.111450	-0.229666	0.025008	-0.016085	-0.141619	-0.407625	-0.339640	-0.013403	-0.018139	0.015361	0.037514	0.119157	0.056412	0.038050	0.412288	0.557337	-0.097721	0.004958	-0.001026	-0.007274	-0.042230	0.173125	0.047331	0.044298	0.116295	0.332812	-0.057158	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	
3.053704	1.909651	-0.729977	-0.651154	-1.076650	0.057421	2.933641	-0.431048	0.148804	-0.632209	-2.271376	7.422356	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046207	0.039997	0.091711	-0.105149	-0.232968	0.019641	-0.023508	-0.212936	-0.480652	-0.332712	0.002065	-0.004581	0.041944	-0.095958	-0.040272	0.037182	0.052478	0.539028	0.464545	-0.045479	-0.000535	0.007120	0.014851	-0.126164	0.060225	0.030441	0.060051	0.173211	0.310284	-0.031206	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047558	0.038752	0.097855	-0.111450	-0.229666	0.025008	-0.016085	-0.141619	-0.407625	-0.339640	-0.013403	-0.018139	0.015361	0.037514	0.119157	0.056412	0.038050	0.412288	0.557337	-0.097721	0.004958	-0.001026	-0.007274	-0.042230	0.173125	0.047331	0.044298	0.116295	0.332812	-0.057158	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050494	0.035926	0.106790	-0.098679	-0.209303	0.033133	-0.011329	-0.083905	-0.345328	-0.332568	-0.037981	-0.027056	0.083194	0.169509	0.272591	0.082064	0.007411	0.333660	0.094469	0.032452	0.003018	-0.017189	-0.017102	-0.004047	0.276175	0.035707	0.020017	0.084072	0.271234	-0.038445	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
2.917339	1.889864	-0.857642	-0.024898	-1.370389	0.023720	-0.444423	-0.282933	-0.238496	-0.264542	-1.234787	6.411013	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047558	0.038752	0.097855	-0.111450	-0.229666	0.025008	-0.016085	-0.141619	-0.407625	-0.339640	-0.013403	-0.018139	0.015361	0.037514	0.119157	0.056412	0.038050	0.412288	0.557337	-0.097721	0.004958	-0.001026	-0.007274	-0.042230	0.173125	0.047331	0.044298	0.116295	0.332812	-0.057158	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050494	0.035926	0.106790	-0.098679	-0.209303	0.033133	-0.011329	-0.083905	-0.345328	-0.332568	-0.037981	-0.027056	0.083194	0.169509	0.272591	0.082064	0.007411	0.333660	0.094469	0.032452	0.003018	-0.017189	-0.017102	-0.004047	0.276175	0.035707	0.020017	0.084072	0.271234	-0.038445	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055540	0.032420	0.120911	-0.082142	-0.165585	0.042755	-0.008657	-0.047959	-0.319952	-0.327155	-0.038346	-0.027133	0.105680	0.117801	0.282002	0.038217	0.013653	0.194587	0.129141	0.104794	-0.002720	-0.023302	-0.047130	-0.019736	0.275795	0.019717	0.019544	0.038786	0.212303	0.065792	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.939262	1.806210	-0.656122	-0.902221	0.120122	-0.844760	0.265800	-0.367443	-0.137803	0.466626	-1.136072	1.670372	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050494	0.035926	0.106790	-0.098679	-0.209303	0.033133	-0.011329	-0.083905	-0.345328	-0.332568	-0.037981	-0.027056	0.083194	0.169509	0.272591	0.082064	0.007411	0.333660	0.094469	0.032452	0.003018	-0.017189	-0.017102	-0.004047	0.276175	0.035707	0.020017	0.084072	0.271234	-0.038445	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055540	0.032420	0.120911	-0.082142	-0.165585	0.042755	-0.008657	-0.047959	-0.319952	-0.327155	-0.038346	-0.027133	0.105680	0.117801	0.282002	0.038217	0.013653	0.194587	0.129141	0.104794	-0.002720	-0.023302	-0.047130	-0.019736	0.275795	0.019717	0.019544	0.038786	0.212303	0.065792	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060160	0.028771	0.133769	-0.072147	-0.123568	0.047249	-0.006790	-0.024073	-0.298252	-0.309811	-0.032450	-0.025861	0.039532	0.003056	0.273870	0.017431	0.010206	0.108095	0.091780	0.156346	-0.011183	-0.020033	-0.080891	-0.029370	0.227000	0.010908	0.014039	0.010865	0.171768	0.146243	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.928446	1.927699	0.281975	0.010121	-0.241234	-1.209322	3.082421	-0.647446	0.737064	1.442959	-0.659810	-3.994892	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055540	0.032420	0.120911	-0.082142	-0.165585	0.042755	-0.008657	-0.047959	-0.319952	-0.327155	-0.038346	-0.027133	0.105680	0.117801	0.282002	0.038217	0.013653	0.194587	0.129141	0.104794	-0.002720	-0.023302	-0.047130	-0.019736	0.275795	0.019717	0.019544	0.038786	0.212303	0.065792	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060160	0.028771	0.133769	-0.072147	-0.123568	0.047249	-0.006790	-0.024073	-0.298252	-0.309811	-0.032450	-0.025861	0.039532	0.003056	0.273870	0.017431	0.010206	0.108095	0.091780	0.156346	-0.011183	-0.020033	-0.080891	-0.029370	0.227000	0.010908	0.014039	0.010865	0.171768	0.146243	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064283	0.025472	0.136946	-0.075818	-0.084776	0.051588	-0.005374	-0.011686	-0.281117	-0.287392	-0.041282	-0.033062	-0.008958	-0.059716	0.269219	0.004884	0.003231	0.038378	0.124336	0.169178	-0.016795	-0.030120	-0.082286	-0.038232	0.192151	0.001117	0.010579	0.005402	0.137777	0.148607	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.946761	2.078589	0.382780	0.132857	-0.322228	-0.233272	2.259162	-0.164184	0.288275	1.045092	0.620077	-3.536438	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060160	0.028771	0.133769	-0.072147	-0.123568	0.047249	-0.006790	-0.024073	-0.298252	-0.309811	-0.032450	-0.025861	0.039532	0.003056	0.273870	0.017431	0.010206	0.108095	0.091780	0.156346	-0.011183	-0.020033	-0.080891	-0.029370	0.227000	0.010908	0.014039	0.010865	0.171768	0.146243	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064283	0.025472	0.136946	-0.075818	-0.084776	0.051588	-0.005374	-0.011686	-0.281117	-0.287392	-0.041282	-0.033062	-0.008958	-0.059716	0.269219	0.004884	0.003231	0.038378	0.124336	0.169178	-0.016795	-0.030120	-0.082286	-0.038232	0.192151	0.001117	0.010579	0.005402	0.137777	0.148607	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.070075	0.020854	0.131232	-0.082562	-0.039771	0.051220	-0.003992	-0.005840	-0.260702	-0.262116	-0.042165	-0.028083	-0.063360	-0.029003	0.270149	-0.015913	0.013118	0.050599	0.126894	0.106252	-0.006706	-0.025348	-0.080247	-0.049913	0.194110	-0.008380	0.020427	0.021541	0.107309	0.062464	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.887692	2.354026	0.102459	-0.039356	-0.284047	1.984105	-1.753496	0.385655	-0.395125	0.348946	1.854832	0.254002	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064283	0.025472	0.136946	-0.075818	-0.084776	0.051588	-0.005374	-0.011686	-0.281117	-0.287392	-0.041282	-0.033062	-0.008958	-0.059716	0.269219	0.004884	0.003231	0.038378	0.124336	0.169178	-0.016795	-0.030120	-0.082286	-0.038232	0.192151	0.001117	0.010579	0.005402	0.137777	0.148607	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.070075	0.020854	0.131232	-0.082562	-0.039771	0.051220	-0.003992	-0.005840	-0.260702	-0.262116	-0.042165	-0.028083	-0.063360	-0.029003	0.270149	-0.015913	0.013118	0.050599	0.126894	0.106252	-0.006706	-0.025348	-0.080247	-0.049913	0.194110	-0.008380	0.020427	0.021541	0.107309	0.062464	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.001953	-0.003906	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074045	0.017838	0.121705	-0.085995	-0.006391	0.049572	-0.001737	0.004029	-0.243412	-0.252529	-0.017477	-0.015138	-0.106140	-0.007786	0.275826	-0.011362	0.020854	0.078342	0.111446	-0.017641	0.003019	-0.020335	-0.075565	-0.049988	0.194701	-0.009200	0.022506	0.027387	0.099343	-0.000300	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
