l_f	r_f	l_hyaw_out	l_hrol_out	l_hpit_out	l_knee_out	l_apit_out	r_hyaw_out	r_hrol_out	r_hpit_out	r_knee_out	r_apit_out	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	
3.056036	2.938758	-0.331737	0.074392	0.044730	3.718266	-4.064704	0.942344	-0.565774	0.257329	5.407587	-1.997008	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060466	-0.005626	-0.067265	-0.163991	0.206950	0.038029	0.021710	-0.023015	-0.091562	-0.436871	0.015508	0.025450	-0.017283	-0.082284	0.184294	-0.017491	0.014885	-0.113999	-0.284320	0.226916	0.013732	0.040294	-0.015319	-0.079298	0.142668	-0.009018	0.020717	-0.005565	-0.189610	0.135224	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057583	-0.001481	-0.069309	-0.181258	0.246006	0.036489	0.024462	-0.034036	-0.134702	-0.413737	0.009228	0.019877	-0.006963	-0.096865	0.104623	0.000345	0.014749	-0.005468	-0.115324	0.203804	0.014398	0.018650	-0.005883	-0.047741	0.064409	-0.002530	0.015662	0.033304	-0.063806	0.082873	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055552	0.000326	-0.069864	-0.191254	0.257889	0.036423	0.025958	-0.033769	-0.145875	-0.397042	0.027793	0.010479	-0.005931	-0.096578	0.114104	0.011201	0.011944	0.025974	-0.097377	0.114600	0.015916	-0.004956	0.013219	0.003935	-0.038781	0.008413	0.017051	0.081328	0.069775	0.018884	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
3.006022	3.087855	-0.628201	0.463396	-0.095617	4.578808	-4.603049	0.868497	-1.356567	-0.244250	2.848293	-2.686687	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057583	-0.001481	-0.069309	-0.181258	0.246006	0.036489	0.024462	-0.034036	-0.134702	-0.413737	0.009228	0.019877	-0.006963	-0.096865	0.104623	0.000345	0.014749	-0.005468	-0.115324	0.203804	0.014398	0.018650	-0.005883	-0.047741	0.064409	-0.002530	0.015662	0.033304	-0.063806	0.082873	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055552	0.000326	-0.069864	-0.191254	0.257889	0.036423	0.025958	-0.033769	-0.145875	-0.397042	0.027793	0.010479	-0.005931	-0.096578	0.114104	0.011201	0.011944	0.025974	-0.097377	0.114600	0.015916	-0.004956	0.013219	0.003935	-0.038781	0.008413	0.017051	0.081328	0.069775	0.018884	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052141	0.000509	-0.067721	-0.194732	0.261574	0.037985	0.027800	-0.031776	-0.139385	-0.388517	0.043608	-0.000813	0.039538	-0.008960	0.013155	0.006704	0.014804	0.037843	0.084482	0.020882	0.007370	-0.003988	0.011768	0.064967	-0.105384	0.021437	0.006452	0.083319	0.146990	-0.020553	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.833780	2.981029	-0.367278	-0.431116	-0.255372	3.985210	-3.612144	0.495769	-1.174530	-0.646007	2.245806	-2.090376	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055552	0.000326	-0.069864	-0.191254	0.257889	0.036423	0.025958	-0.033769	-0.145875	-0.397042	0.027793	0.010479	-0.005931	-0.096578	0.114104	0.011201	0.011944	0.025974	-0.097377	0.114600	0.015916	-0.004956	0.013219	0.003935	-0.038781	0.008413	0.017051	0.081328	0.069775	0.018884	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052141	0.000509	-0.067721	-0.194732	0.261574	0.037985	0.027800	-0.031776	-0.139385	-0.388517	0.043608	-0.000813	0.039538	-0.008960	0.013155	0.006704	0.014804	0.037843	0.084482	0.020882	0.007370	-0.003988	0.011768	0.064967	-0.105384	0.021437	0.006452	0.083319	0.146990	-0.020553	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043244	0.000853	-0.064045	-0.190120	0.242197	0.041666	0.029235	-0.005593	-0.110534	-0.390883	0.075549	0.006084	0.035012	0.045865	-0.123962	0.043244	0.002178	0.093817	0.172112	-0.038043	-0.007505	0.000078	0.007182	0.103927	-0.129809	0.026021	-0.007892	0.054812	0.145242	-0.043753	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.726604	3.034768	-0.274378	-1.323814	-0.325362	0.622702	-1.807129	-0.099027	-0.804769	-0.412413	1.718400	-2.194764	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052141	0.000509	-0.067721	-0.194732	0.261574	0.037985	0.027800	-0.031776	-0.139385	-0.388517	0.043608	-0.000813	0.039538	-0.008960	0.013155	0.006704	0.014804	0.037843	0.084482	0.020882	0.007370	-0.003988	0.011768	0.064967	-0.105384	0.021437	0.006452	0.083319	0.146990	-0.020553	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043244	0.000853	-0.064045	-0.190120	0.242197	0.041666	0.029235	-0.005593	-0.110534	-0.390883	0.075549	0.006084	0.035012	0.045865	-0.123962	0.043244	0.002178	0.093817	0.172112	-0.038043	-0.007505	0.000078	0.007182	0.103927	-0.129809	0.026021	-0.007892	0.054812	0.145242	-0.043753	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.036109	0.001657	-0.055143	-0.173058	0.213216	0.047855	0.029829	0.010960	-0.082735	-0.397390	0.012440	0.004098	0.027929	0.166854	-0.221425	0.019330	0.002079	0.054049	0.196229	-0.071503	-0.020166	-0.007212	-0.005562	0.146827	-0.155176	0.027292	-0.026158	0.028538	0.151234	-0.068697	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	
2.750575	3.147758	-0.438062	-1.050757	-0.667106	-1.260998	1.488658	-0.468083	-0.415918	0.029410	0.114906	-1.138762	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043244	0.000853	-0.064045	-0.190120	0.242197	0.041666	0.029235	-0.005593	-0.110534	-0.390883	0.075549	0.006084	0.035012	0.045865	-0.123962	0.043244	0.002178	0.093817	0.172112	-0.038043	-0.007505	0.000078	0.007182	0.103927	-0.129809	0.026021	-0.007892	0.054812	0.145242	-0.043753	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.036109	0.001657	-0.055143	-0.173058	0.213216	0.047855	0.029829	0.010960	-0.082735	-0.397390	0.012440	0.004098	0.027929	0.166854	-0.221425	0.019330	0.002079	0.054049	0.196229	-0.071503	-0.020166	-0.007212	-0.005562	0.146827	-0.155176	0.027292	-0.026158	0.028538	0.151234	-0.068697	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.035724	0.000921	-0.051569	-0.152465	0.182823	0.049698	0.027847	0.018488	-0.053863	-0.412117	-0.017949	-0.015410	0.005585	0.188375	-0.260484	-0.000859	-0.025150	0.034369	0.204225	-0.138709	-0.024749	-0.026728	-0.014113	0.135759	-0.152428	0.023933	-0.036488	0.014701	0.148650	-0.087546	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
2.779891	3.308938	-0.204839	-0.366990	-1.218393	-2.597449	3.629175	-0.667154	0.376115	0.115671	-1.377087	-1.359640	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.036109	0.001657	-0.055143	-0.173058	0.213216	0.047855	0.029829	0.010960	-0.082735	-0.397390	0.012440	0.004098	0.027929	0.166854	-0.221425	0.019330	0.002079	0.054049	0.196229	-0.071503	-0.020166	-0.007212	-0.005562	0.146827	-0.155176	0.027292	-0.026158	0.028538	0.151234	-0.068697	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.035724	0.000921	-0.051569	-0.152465	0.182823	0.049698	0.027847	0.018488	-0.053863	-0.412117	-0.017949	-0.015410	0.005585	0.188375	-0.260484	-0.000859	-0.025150	0.034369	0.204225	-0.138709	-0.024749	-0.026728	-0.014113	0.135759	-0.152428	0.023933	-0.036488	0.014701	0.148650	-0.087546	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039136	-0.002215	-0.050612	-0.126245	0.145628	0.050503	0.023759	0.022344	-0.021940	-0.431638	-0.032504	-0.030505	-0.011655	0.133646	-0.170868	0.007940	-0.035201	0.015302	0.201185	-0.148222	-0.027693	-0.038840	-0.024750	0.091241	-0.093632	0.016336	-0.038435	0.011272	0.118395	-0.084549	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	
3.053119	3.340643	0.072894	1.197637	-0.786200	-3.328904	3.499936	-0.656728	0.937300	-0.652926	-5.287455	0.410088	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.035724	0.000921	-0.051569	-0.152465	0.182823	0.049698	0.027847	0.018488	-0.053863	-0.412117	-0.017949	-0.015410	0.005585	0.188375	-0.260484	-0.000859	-0.025150	0.034369	0.204225	-0.138709	-0.024749	-0.026728	-0.014113	0.135759	-0.152428	0.023933	-0.036488	0.014701	0.148650	-0.087546	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039136	-0.002215	-0.050612	-0.126245	0.145628	0.050503	0.023759	0.022344	-0.021940	-0.431638	-0.032504	-0.030505	-0.011655	0.133646	-0.170868	0.007940	-0.035201	0.015302	0.201185	-0.148222	-0.027693	-0.038840	-0.024750	0.091241	-0.093632	0.016336	-0.038435	0.011272	0.118395	-0.084549	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042049	-0.006146	-0.050712	-0.112204	0.134142	0.051221	0.019307	0.024666	0.000656	-0.448847	-0.041287	-0.041087	-0.006749	0.105491	-0.158766	0.004982	-0.023993	0.014442	0.146094	-0.145683	-0.027877	-0.040456	-0.043068	0.037937	-0.027287	0.005533	-0.028297	0.010699	0.074982	-0.087893	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
3.206215	3.267902	0.160201	1.920801	-0.386484	-2.077191	1.613842	-0.227561	1.090567	-1.479547	-7.649692	5.061189	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039136	-0.002215	-0.050612	-0.126245	0.145628	0.050503	0.023759	0.022344	-0.021940	-0.431638	-0.032504	-0.030505	-0.011655	0.133646	-0.170868	0.007940	-0.035201	0.015302	0.201185	-0.148222	-0.027693	-0.038840	-0.024750	0.091241	-0.093632	0.016336	-0.038435	0.011272	0.118395	-0.084549	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042049	-0.006146	-0.050712	-0.112204	0.134142	0.051221	0.019307	0.024666	0.000656	-0.448847	-0.041287	-0.041087	-0.006749	0.105491	-0.158766	0.004982	-0.023993	0.014442	0.146094	-0.145683	-0.027877	-0.040456	-0.043068	0.037937	-0.027287	0.005533	-0.028297	0.010699	0.074982	-0.087893	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047962	-0.010697	-0.059746	-0.102901	0.113306	0.049960	0.016671	0.026488	0.013294	-0.470948	-0.039723	-0.014694	-0.040457	-0.026092	0.044494	-0.015554	-0.008681	-0.003441	-0.013308	-0.099715	-0.020865	-0.017853	-0.045884	-0.021542	0.046303	-0.003104	-0.011534	-0.000965	-0.017354	-0.059611	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	
3.239395	2.958646	0.188468	1.648670	0.674946	-2.381543	4.215973	-0.381911	0.714431	-1.083137	-5.851006	5.459322	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042049	-0.006146	-0.050712	-0.112204	0.134142	0.051221	0.019307	0.024666	0.000656	-0.448847	-0.041287	-0.041087	-0.006749	0.105491	-0.158766	0.004982	-0.023993	0.014442	0.146094	-0.145683	-0.027877	-0.040456	-0.043068	0.037937	-0.027287	0.005533	-0.028297	0.010699	0.074982	-0.087893	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047962	-0.010697	-0.059746	-0.102901	0.113306	0.049960	0.016671	0.026488	0.013294	-0.470948	-0.039723	-0.014694	-0.040457	-0.026092	0.044494	-0.015554	-0.008681	-0.003441	-0.013308	-0.099715	-0.020865	-0.017853	-0.045884	-0.021542	0.046303	-0.003104	-0.011534	-0.000965	-0.017354	-0.059611	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053507	-0.011801	-0.066594	-0.106881	0.117791	0.048229	0.016330	0.022587	0.004819	-0.479609	-0.037473	0.007836	-0.049062	-0.079381	0.089945	-0.033311	0.004134	-0.070835	-0.149989	0.037487	-0.012935	0.011846	-0.044790	-0.048486	0.065844	-0.004761	0.005043	-0.019090	-0.122760	0.024397	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
3.176362	2.614289	0.709805	0.660930	0.749960	-1.448751	3.713499	-0.510849	0.212694	-0.093587	-2.142888	3.646227	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047962	-0.010697	-0.059746	-0.102901	0.113306	0.049960	0.016671	0.026488	0.013294	-0.470948	-0.039723	-0.014694	-0.040457	-0.026092	0.044494	-0.015554	-0.008681	-0.003441	-0.013308	-0.099715	-0.020865	-0.017853	-0.045884	-0.021542	0.046303	-0.003104	-0.011534	-0.000965	-0.017354	-0.059611	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053507	-0.011801	-0.066594	-0.106881	0.117791	0.048229	0.016330	0.022587	0.004819	-0.479609	-0.037473	0.007836	-0.049062	-0.079381	0.089945	-0.033311	0.004134	-0.070835	-0.149989	0.037487	-0.012935	0.011846	-0.044790	-0.048486	0.065844	-0.004761	0.005043	-0.019090	-0.122760	0.024397	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057863	-0.009970	-0.072446	-0.119842	0.129399	0.043085	0.016892	0.013228	-0.021133	-0.476519	-0.055743	0.020326	-0.023401	-0.096226	0.083324	-0.026014	0.009370	-0.095371	-0.251247	0.035504	-0.005757	0.034700	-0.028831	-0.071183	0.117362	-0.005335	0.015178	-0.025949	-0.184415	0.103049	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.959195	2.651523	0.477655	-0.433770	0.363448	0.650716	-1.360521	0.133168	-0.358935	0.847235	3.308998	0.525110	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053507	-0.011801	-0.066594	-0.106881	0.117791	0.048229	0.016330	0.022587	0.004819	-0.479609	-0.037473	0.007836	-0.049062	-0.079381	0.089945	-0.033311	0.004134	-0.070835	-0.149989	0.037487	-0.012935	0.011846	-0.044790	-0.048486	0.065844	-0.004761	0.005043	-0.019090	-0.122760	0.024397	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057863	-0.009970	-0.072446	-0.119842	0.129399	0.043085	0.016892	0.013228	-0.021133	-0.476519	-0.055743	0.020326	-0.023401	-0.096226	0.083324	-0.026014	0.009370	-0.095371	-0.251247	0.035504	-0.005757	0.034700	-0.028831	-0.071183	0.117362	-0.005335	0.015178	-0.025949	-0.184415	0.103049	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060916	-0.007600	-0.074320	-0.129680	0.151858	0.040602	0.018046	0.001202	-0.049879	-0.454454	0.016759	0.022156	-0.004085	-0.075926	0.184559	-0.024935	0.012569	-0.093288	-0.261373	0.228632	0.008213	0.042496	-0.015423	-0.083628	0.152019	-0.010710	0.017295	-0.015363	-0.188629	0.137067	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.901981	2.630667	0.368058	-0.905643	0.685299	1.139302	-2.591118	0.226008	-0.208723	1.457439	4.826784	-1.145868	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057863	-0.009970	-0.072446	-0.119842	0.129399	0.043085	0.016892	0.013228	-0.021133	-0.476519	-0.055743	0.020326	-0.023401	-0.096226	0.083324	-0.026014	0.009370	-0.095371	-0.251247	0.035504	-0.005757	0.034700	-0.028831	-0.071183	0.117362	-0.005335	0.015178	-0.025949	-0.184415	0.103049	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060916	-0.007600	-0.074320	-0.129680	0.151858	0.040602	0.018046	0.001202	-0.049879	-0.454454	0.016759	0.022156	-0.004085	-0.075926	0.184559	-0.024935	0.012569	-0.093288	-0.261373	0.228632	0.008213	0.042496	-0.015423	-0.083628	0.152019	-0.010710	0.017295	-0.015363	-0.188629	0.137067	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.059345	-0.004525	-0.074452	-0.136107	0.175252	0.038966	0.019626	-0.007334	-0.088004	-0.423385	0.019124	0.021176	-0.001455	-0.043187	0.141640	-0.008775	0.006491	-0.046319	-0.187009	0.209907	0.013696	0.033016	-0.009923	-0.067593	0.108534	-0.007108	0.010415	0.005685	-0.101640	0.113751	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.992587	2.713108	-0.107514	-0.869554	1.139989	1.283197	-2.172693	0.559831	-0.064660	1.820020	3.393652	-1.160773	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060916	-0.007600	-0.074320	-0.129680	0.151858	0.040602	0.018046	0.001202	-0.049879	-0.454454	0.016759	0.022156	-0.004085	-0.075926	0.184559	-0.024935	0.012569	-0.093288	-0.261373	0.228632	0.008213	0.042496	-0.015423	-0.083628	0.152019	-0.010710	0.017295	-0.015363	-0.188629	0.137067	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.059345	-0.004525	-0.074452	-0.136107	0.175252	0.038966	0.019626	-0.007334	-0.088004	-0.423385	0.019124	0.021176	-0.001455	-0.043187	0.141640	-0.008775	0.006491	-0.046319	-0.187009	0.209907	0.013696	0.033016	-0.009923	-0.067593	0.108534	-0.007108	0.010415	0.005685	-0.101640	0.113751	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056995	-0.002133	-0.073315	-0.141003	0.191466	0.038566	0.020435	-0.008556	-0.105807	-0.397178	0.022850	0.010842	0.019047	-0.033283	0.059878	-0.004018	0.003092	0.017004	-0.033357	0.128820	0.016819	0.017159	-0.000871	-0.045757	0.053796	-0.003348	0.006503	0.028576	-0.012072	0.070508	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.958953	2.738917	-0.438713	-0.119968	0.508162	1.962698	-1.673052	0.769844	-0.485093	0.421225	2.733890	-1.446557	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.059345	-0.004525	-0.074452	-0.136107	0.175252	0.038966	0.019626	-0.007334	-0.088004	-0.423385	0.019124	0.021176	-0.001455	-0.043187	0.141640	-0.008775	0.006491	-0.046319	-0.187009	0.209907	0.013696	0.033016	-0.009923	-0.067593	0.108534	-0.007108	0.010415	0.005685	-0.101640	0.113751	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056995	-0.002133	-0.073315	-0.141003	0.191466	0.038566	0.020435	-0.008556	-0.105807	-0.397178	0.022850	0.010842	0.019047	-0.033283	0.059878	-0.004018	0.003092	0.017004	-0.033357	0.128820	0.016819	0.017159	-0.000871	-0.045757	0.053796	-0.003348	0.006503	0.028576	-0.012072	0.070508	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.054466	-0.000815	-0.069501	-0.146223	0.197981	0.039431	0.020879	-0.001264	-0.106726	-0.380523	0.011707	0.000619	0.046572	-0.020079	-0.004481	0.009020	0.001938	0.076727	0.025977	0.072904	0.012681	0.002834	0.012366	-0.021344	0.014784	0.004161	0.005091	0.048506	0.039606	0.036491	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.864453	2.781205	-0.665152	0.112660	0.034327	1.852852	-1.275891	0.488162	-0.273807	-0.548033	2.090834	-1.520212	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056995	-0.002133	-0.073315	-0.141003	0.191466	0.038566	0.020435	-0.008556	-0.105807	-0.397178	0.022850	0.010842	0.019047	-0.033283	0.059878	-0.004018	0.003092	0.017004	-0.033357	0.128820	0.016819	0.017159	-0.000871	-0.045757	0.053796	-0.003348	0.006503	0.028576	-0.012072	0.070508	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.054466	-0.000815	-0.069501	-0.146223	0.197981	0.039431	0.020879	-0.001264	-0.106726	-0.380523	0.011707	0.000619	0.046572	-0.020079	-0.004481	0.009020	0.001938	0.076727	0.025977	0.072904	0.012681	0.002834	0.012366	-0.021344	0.014784	0.004161	0.005091	0.048506	0.039606	0.036491	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053136	-0.000204	-0.061808	-0.147267	0.196182	0.041567	0.021421	0.008143	-0.099689	-0.371157	-0.003715	0.000760	0.062934	0.022420	-0.052793	0.030913	0.002985	0.074674	0.077625	0.021598	0.004815	0.000436	0.012242	0.008938	-0.008340	0.013493	-0.002677	0.045374	0.073295	0.005576	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
2.778625	2.860901	-0.671494	0.051811	-0.150602	2.049596	-1.315218	0.297108	-0.195148	-0.983017	1.444716	-1.241163	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.054466	-0.000815	-0.069501	-0.146223	0.197981	0.039431	0.020879	-0.001264	-0.106726	-0.380523	0.011707	0.000619	0.046572	-0.020079	-0.004481	0.009020	0.001938	0.076727	0.025977	0.072904	0.012681	0.002834	0.012366	-0.021344	0.014784	0.004161	0.005091	0.048506	0.039606	0.036491	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053136	-0.000204	-0.061808	-0.147267	0.196182	0.041567	0.021421	0.008143	-0.099689	-0.371157	-0.003715	0.000760	0.062934	0.022420	-0.052793	0.030913	0.002985	0.074674	0.077625	0.021598	0.004815	0.000436	0.012242	0.008938	-0.008340	0.013493	-0.002677	0.045374	0.073295	0.005576	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050858	0.000217	-0.054695	-0.140497	0.190176	0.047617	0.021133	0.016688	-0.083498	-0.367903	0.013936	0.001704	0.027231	0.053889	-0.052040	0.040081	-0.005866	0.038176	0.096748	0.003905	-0.007470	0.001710	0.005647	0.030046	-0.021531	0.014789	-0.006509	0.028583	0.088564	-0.020551	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
