C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	P_l_hyaw	P_l_hrol	P_l_hpit	P_l_knee	P_l_apit	P_r_hyaw	P_r_hrol	P_r_hpit	P_r_knee	P_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	T_l_hyaw	T_l_hrol	T_l_hpit	T_l_knee	T_l_apit	T_r_hyaw	T_r_hrol	T_r_hpit	T_r_knee	T_r_apit	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	x_acc	y_acc	z_acc	w_quat	x_quat	y_quat	z_quat	
0.501967	0.240571	-1.317399	1.318961	-0.987606	-0.544831	-0.228316	1.185213	-1.380136	1.185875	0.475410	0.262363	-1.344150	1.366392	-1.086186	-0.520020	-0.227453	1.133136	-1.500314	1.215630	-0.325935	-0.019197	0.239117	0.126915	-0.413632	-0.039368	0.037292	0.067213	0.091975	0.104101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.505960	0.237632	-1.309171	1.327608	-0.960661	-0.547725	-0.232413	1.200255	-1.389142	1.191187	0.472168	0.261867	-1.341267	1.369272	-1.087095	-0.520743	-0.226606	1.137221	-1.499026	1.223468	-0.175668	-0.069386	0.334489	0.274414	0.572812	-0.094667	0.038626	0.446415	-0.004761	0.317498	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.504735	0.239512	-1.300368	1.330062	-0.963950	-0.549472	-0.238084	1.214822	-1.397265	1.228495	0.470987	0.261550	-1.335577	1.374792	-1.078771	-0.522827	-0.226275	1.142594	-1.497605	1.227047	-0.059442	-0.067426	0.420798	0.407811	0.975055	-0.218845	0.014331	0.369177	0.100723	0.136439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.501459	0.241091	-1.292273	1.328975	-0.977442	-0.550029	-0.240529	1.225492	-1.398145	1.278597	0.472326	0.259176	-1.329859	1.382390	-1.063026	-0.524285	-0.226266	1.148370	-1.493298	1.232416	0.126662	-0.102126	0.296823	0.372296	0.826839	-0.067250	-0.016015	0.410308	0.418359	0.470786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.497216	0.242911	-1.290558	1.326959	-0.982855	-0.547159	-0.231976	1.225258	-1.401560	1.310437	0.477561	0.257336	-1.327043	1.389969	-1.046379	-0.527291	-0.227128	1.155026	-1.484804	1.240444	0.197617	-0.053251	0.061089	0.215201	0.302531	-0.216103	-0.072557	0.362077	0.408247	0.605420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.497216	0.242911	-1.290558	1.326959	-0.982855	-0.547159	-0.231976	1.225258	-1.401560	1.310437	0.477561	0.257336	-1.327043	1.389969	-1.046379	-0.527291	-0.227128	1.155026	-1.484804	1.240444	0.197617	-0.053251	0.061089	0.215201	0.302531	-0.216103	-0.072557	0.362077	0.408247	0.605420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.489634	0.248773	-1.306808	1.324447	-0.998351	-0.539512	-0.217624	1.198006	-1.438817	1.246701	0.482244	0.256338	-1.326141	1.397106	-1.040627	-0.529128	-0.227543	1.161350	-1.471109	1.262334	0.030231	-0.025100	-0.004360	0.220429	-0.008133	-0.011141	0.010192	0.060635	0.319995	0.751489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.489634	0.248773	-1.306808	1.324447	-0.998351	-0.539512	-0.217624	1.198006	-1.438817	1.246701	0.483253	0.256106	-1.325815	1.400884	-1.040058	-0.529132	-0.227052	1.162445	-1.465729	1.272649	-0.073749	0.007959	0.076336	0.168607	-0.143888	0.068679	0.146421	-0.063729	-0.034303	0.609063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.478929	0.261653	-1.346894	1.318775	-1.092600	-0.526360	-0.215731	1.139798	-1.450401	1.055983	0.483261	0.256059	-1.326889	1.401640	-1.039944	-0.528721	-0.226397	1.160919	-1.464653	1.275196	-0.049250	-0.027121	-0.051690	0.163425	-0.157464	0.076661	0.147248	-0.571693	-0.069733	-0.197327	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.479969	0.260564	-1.345879	1.318957	-1.092850	-0.526704	-0.216983	1.141045	-1.445863	1.056435	0.482390	0.256438	-1.330739	1.403463	-1.050463	-0.527136	-0.224529	1.148012	-1.471198	1.257531	-0.078207	0.068244	-0.912473	-0.332621	-1.331338	0.157720	0.126393	-1.313437	-1.158552	-2.539248	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.503719	0.250496	-1.314997	1.324873	-1.041318	-0.538985	-0.232074	1.153180	-1.376579	1.155990	0.479510	0.257259	-1.343925	1.403203	-1.083972	-0.523756	-0.222489	1.126696	-1.493208	1.202521	0.000614	-0.025373	0.005881	0.175343	-0.755907	-0.023548	-0.046544	-0.398390	-0.046482	-0.513592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.503719	0.250496	-1.314997	1.324873	-1.041318	-0.538985	-0.232074	1.153180	-1.376579	1.155990	0.479510	0.257259	-1.343925	1.403203	-1.083972	-0.523756	-0.222489	1.126696	-1.493208	1.202521	0.000614	-0.025373	0.005881	0.175343	-0.755907	-0.023548	-0.046544	-0.398390	-0.046482	-0.513592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.515145	0.242592	-1.306505	1.334950	-0.979534	-0.547568	-0.227082	1.166115	-1.373363	1.163022	0.479265	0.257179	-1.343500	1.404236	-1.089851	-0.523575	-0.222447	1.123695	-1.493970	1.197631	0.017510	-0.029291	0.328614	0.129203	-0.393147	-0.040741	-0.033735	-0.280624	0.302439	0.241770	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.520290	0.237664	-1.303672	1.343134	-0.941839	-0.547580	-0.226717	1.176815	-1.380574	1.145100	0.480864	0.256605	-1.337914	1.405218	-1.087731	-0.524992	-0.222931	1.123289	-1.485786	1.204552	0.190191	-0.077375	0.270156	-0.039424	0.211939	-0.206473	-0.016169	0.177826	0.613013	0.355692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.520407	0.237316	-1.300854	1.346095	-0.935032	-0.544866	-0.232637	1.190919	-1.390964	1.152796	0.481183	0.256248	-1.336797	1.405415	-1.087307	-0.525276	-0.223028	1.123692	-1.484149	1.205937	0.207459	-0.091489	0.264311	-0.056287	0.272447	-0.223046	-0.014412	0.164347	0.644070	0.367084	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.515668	0.239549	-1.300879	1.344241	-0.954015	-0.541748	-0.236437	1.196334	-1.389749	1.196598	0.489802	0.254796	-1.327801	1.410664	-1.063764	-0.526908	-0.223685	1.128402	-1.471996	1.212102	0.289448	-0.101043	0.228830	0.339845	1.217210	-0.064180	-0.081703	0.599203	0.298212	-0.047043	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.509324	0.240392	-1.298936	1.342614	-0.975281	-0.540241	-0.240423	1.203340	-1.386132	1.259721	0.491526	0.254408	-1.325105	1.412805	-1.054548	-0.527258	-0.223890	1.130798	-1.468717	1.213336	0.297646	-0.070591	0.225282	0.396906	1.461740	-0.065742	-0.069820	0.569407	0.347378	-0.088455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.509324	0.240392	-1.298936	1.342614	-0.975281	-0.540241	-0.240423	1.203340	-1.386132	1.259721	0.491526	0.254408	-1.325105	1.412805	-1.054548	-0.527258	-0.223890	1.130798	-1.468717	1.213336	0.297646	-0.070591	0.225282	0.396906	1.461740	-0.065742	-0.069820	0.569407	0.347378	-0.088455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.499906	0.242519	-1.299387	1.336422	-0.929948	-0.543126	-0.224790	1.192566	-1.412554	1.264976	0.495574	0.253443	-1.318555	1.420763	-1.033929	-0.527488	-0.226411	1.144255	-1.453739	1.231080	-0.039248	-0.032694	0.075186	0.099934	0.083712	-0.039043	-0.112017	0.358845	0.583102	1.327270	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.497919	0.243897	-1.303598	1.334798	-0.939122	-0.542202	-0.223446	1.186840	-1.419863	1.245111	0.495346	0.253152	-1.317973	1.423524	-1.032853	-0.527690	-0.227415	1.149914	-1.448829	1.252972	-0.031842	-0.016065	-0.055295	0.205413	-0.078870	-0.045780	-0.137992	0.004478	-0.011482	0.896957	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.488662	0.249471	-1.314896	1.331171	-1.001252	-0.536986	-0.220754	1.174782	-1.422446	1.210538	0.494549	0.253029	-1.317784	1.426137	-1.030918	-0.527730	-0.229305	1.150973	-1.449107	1.261131	-0.062508	0.000720	0.001450	0.243878	0.264304	-0.004578	-0.035900	-0.034449	-0.186099	0.484024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.484243	0.250490	-1.319938	1.332429	-1.048816	-0.533494	-0.217224	1.174066	-1.412306	1.190551	0.491651	0.253190	-1.317649	1.432305	-1.027114	-0.527350	-0.229133	1.149900	-1.455003	1.262884	-0.135367	0.037295	-0.062668	0.097670	-0.427222	-0.017906	0.019674	-0.247719	-0.412938	-0.447125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.485798	0.250074	-1.317092	1.340486	-1.054239	-0.532648	-0.214008	1.181868	-1.399682	1.177323	0.489302	0.253376	-1.319585	1.430898	-1.032751	-0.526959	-0.228388	1.147384	-1.459163	1.257298	-0.212446	0.001403	-0.090018	-0.279873	-0.963985	0.012168	0.064781	-0.153888	-0.236713	-0.634461	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.493125	0.245790	-1.306772	1.347494	-1.033299	-0.538397	-0.216002	1.192688	-1.387910	1.187719	0.486797	0.253656	-1.321402	1.428459	-1.047619	-0.526639	-0.227084	1.146420	-1.462031	1.248813	-0.171299	0.023405	-0.043898	-0.027987	-1.076985	0.015175	0.089066	0.110238	-0.124871	-0.517098	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.499617	0.240670	-1.297136	1.353758	-1.008243	-0.544859	-0.220693	1.203179	-1.381340	1.216986	0.485205	0.254067	-1.320360	1.429692	-1.059461	-0.526623	-0.225700	1.147730	-1.463210	1.242924	-0.045047	0.029094	0.163113	0.203090	-0.449683	-0.047337	0.090331	0.150609	-0.036914	-0.201764	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.504065	0.235828	-1.288825	1.358229	-0.983535	-0.550963	-0.224479	1.213078	-1.379895	1.250547	0.484645	0.254238	-1.318552	1.432871	-1.063502	-0.526911	-0.224535	1.149930	-1.462646	1.242837	-0.053360	-0.005233	0.229179	0.166874	0.028314	-0.119892	0.024155	0.238397	0.118446	0.272953	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.505246	0.233331	-1.281992	1.361038	-0.960750	-0.555504	-0.229306	1.222150	-1.382509	1.282928	0.484678	0.254119	-1.314483	1.436148	-1.061257	-0.527259	-0.224003	1.152818	-1.460474	1.247303	0.043519	-0.020298	0.242765	0.163252	0.355284	-0.116678	0.009395	0.306500	0.102575	0.564699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.503616	0.234568	-1.278529	1.357945	-0.951487	-0.557306	-0.232497	1.226718	-1.391406	1.300697	0.485024	0.253457	-1.311221	1.438718	-1.055840	-0.528225	-0.223937	1.156449	-1.456234	1.254714	0.039248	-0.049721	0.101048	0.096587	0.346106	-0.112867	0.003266	0.226069	0.240573	0.482205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.497471	0.241226	-1.281220	1.350791	-0.971541	-0.556454	-0.231788	1.221055	-1.410109	1.303495	0.486014	0.252727	-1.308533	1.441025	-1.048916	-0.529558	-0.224158	1.162191	-1.451340	1.267247	0.070228	-0.048011	0.114794	0.089920	0.425449	-0.140403	-0.046202	0.347143	0.215987	0.728699	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.484760	0.252322	-1.295130	1.340504	-1.034523	-0.550713	-0.224868	1.198583	-1.442658	1.276685	0.487012	0.252250	-1.307681	1.444274	-1.044672	-0.531811	-0.224695	1.166321	-1.447332	1.278454	0.066347	-0.074594	-0.058313	0.221860	0.377550	-0.087323	-0.056965	0.240603	0.286811	0.561418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.475131	0.252692	-1.324917	1.337050	-1.114018	-0.536125	-0.200633	1.154186	-1.446427	1.149440	0.486127	0.253038	-1.311552	1.442683	-1.048190	-0.533549	-0.224834	1.165921	-1.448914	1.285888	-0.130547	0.045550	-0.194956	-0.127596	-0.719974	-0.041702	-0.000337	-0.215347	-0.186619	0.048537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.475131	0.252692	-1.324917	1.337050	-1.114018	-0.536125	-0.200633	1.154186	-1.446427	1.149440	0.486127	0.253038	-1.311552	1.442683	-1.048190	-0.533549	-0.224834	1.165921	-1.448914	1.285888	-0.130547	0.045550	-0.194956	-0.127596	-0.719974	-0.041702	-0.000337	-0.215347	-0.186619	0.048537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.481239	0.250813	-1.323359	1.340648	-1.103217	-0.537067	-0.204880	1.149972	-1.433536	1.118144	0.483738	0.253927	-1.314343	1.441697	-1.060230	-0.532706	-0.223764	1.156040	-1.454213	1.283103	-0.152640	0.028982	-0.305645	-0.176772	-1.171232	0.198229	0.203528	-0.977694	-0.570024	-1.384020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.491665	0.248660	-1.311288	1.345157	-1.088848	-0.540550	-0.215297	1.157964	-1.404180	1.132469	0.482631	0.254339	-1.317615	1.440507	-1.077590	-0.531593	-0.221862	1.149508	-1.465039	1.273143	-0.158339	0.029652	-0.522603	-0.251483	-1.478080	0.047740	0.186692	-0.743351	-1.002693	-1.555193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.491665	0.248660	-1.311288	1.345157	-1.088848	-0.540550	-0.215297	1.157964	-1.404180	1.132469	0.480471	0.254672	-1.321250	1.439614	-1.099553	-0.530231	-0.220003	1.140496	-1.476946	1.253315	-0.050730	0.002965	-0.010385	0.069072	-0.838755	-0.023143	0.010527	-0.231369	-0.498087	-0.822039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.514386	0.236221	-1.275692	1.367680	-0.986659	-0.562646	-0.235224	1.200269	-1.372289	1.294591	0.479820	0.254868	-1.320232	1.440599	-1.111433	-0.529207	-0.219389	1.136027	-1.482672	1.242080	-0.081845	-0.002030	0.155995	0.013886	-0.523569	0.022113	0.006869	-0.169701	-0.196373	-0.588201	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.517040	0.235607	-1.264205	1.373384	-0.916410	-0.564621	-0.241221	1.216037	-1.403404	1.303891	0.481497	0.254211	-1.307038	1.445115	-1.097088	-0.531356	-0.221330	1.143185	-1.469579	1.264320	0.196346	-0.058995	0.387164	0.025613	1.233933	-0.140411	-0.089266	0.303297	0.765755	1.683100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.517040	0.235607	-1.264205	1.373384	-0.916410	-0.564621	-0.241221	1.216037	-1.403404	1.303891	0.481497	0.254211	-1.307038	1.445115	-1.097088	-0.531356	-0.221330	1.143185	-1.469579	1.264320	0.196346	-0.058995	0.387164	0.025613	1.233933	-0.140411	-0.089266	0.303297	0.765755	1.683100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.508100	0.243642	-1.269590	1.365559	-0.936496	-0.560190	-0.237718	1.211305	-1.433714	1.298112	0.485478	0.253257	-1.300911	1.447152	-1.079849	-0.533504	-0.223128	1.147495	-1.459098	1.284411	0.138282	-0.087324	0.352783	0.334076	1.463412	-0.153626	-0.165960	0.417679	0.408091	1.452495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.496488	0.249975	-1.281349	1.356002	-1.004352	-0.553956	-0.235768	1.198291	-1.449924	1.289670	0.487123	0.252776	-1.298305	1.453375	-1.061642	-0.535363	-0.224958	1.151386	-1.456638	1.301516	0.153414	-0.006406	0.010851	0.277682	1.116459	-0.137500	-0.118959	0.076664	-0.095287	0.508171	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.483652	0.255038	-1.298769	1.346681	-1.105579	-0.544064	-0.225144	1.178550	-1.448582	1.257645	0.490517	0.253382	-1.299933	1.454762	-1.056304	-0.536623	-0.227306	1.150633	-1.461931	1.307749	0.021076	0.054607	-0.144711	-0.177986	-1.491471	0.052714	-0.007006	-0.357270	-0.342239	-0.273391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.477520	0.255925	-1.314519	1.339069	-1.162225	-0.534903	-0.205879	1.153960	-1.448871	1.189265	0.490517	0.253382	-1.299933	1.454762	-1.056304	-0.536623	-0.227306	1.150633	-1.461931	1.307749	0.021076	0.054607	-0.144711	-0.177986	-1.491471	0.052714	-0.007006	-0.357270	-0.342239	-0.273391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.483482	0.251518	-1.319457	1.340053	-1.149672	-0.532730	-0.197713	1.136039	-1.439044	1.123647	0.489148	0.254311	-1.305815	1.447845	-1.078598	-0.535381	-0.226488	1.145713	-1.468958	1.301967	-0.060706	0.049663	-0.492551	-0.506347	-2.176624	0.075064	0.157496	-0.552193	-0.564648	-0.917195	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.493875	0.248392	-1.311826	1.349563	-1.115955	-0.537093	-0.206278	1.143692	-1.416369	1.127003	0.487251	0.255321	-1.311232	1.438974	-1.110950	-0.533485	-0.223683	1.139058	-1.479814	1.288378	-0.061905	0.051495	-0.335405	-0.294909	-1.826383	0.181988	0.219312	-0.550747	-0.855591	-1.330539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.501663	0.246012	-1.299972	1.354568	-1.086444	-0.543122	-0.220176	1.157078	-1.399206	1.183611	0.485781	0.255943	-1.314642	1.435164	-1.133996	-0.531821	-0.221417	1.134940	-1.490855	1.272696	-0.191141	-0.000667	-0.148698	-0.029491	-1.131818	0.168253	0.142905	-0.428465	-1.069636	-1.319529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.508362	0.240762	-1.284640	1.364985	-1.041484	-0.551722	-0.232995	1.179914	-1.386350	1.262096	0.483160	0.256164	-1.314234	1.435686	-1.145100	-0.529913	-0.219906	1.131863	-1.499946	1.262362	-0.200575	-0.000067	0.131695	0.112209	-0.189954	0.069170	0.105021	-0.255714	-0.609471	-0.784514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.512300	0.237650	-1.267476	1.374028	-0.983793	-0.559133	-0.237679	1.199851	-1.387382	1.320450	0.481110	0.255990	-1.311026	1.436687	-1.147272	-0.528780	-0.219168	1.129818	-1.502272	1.265966	-0.201518	-0.039556	0.131817	0.147317	-0.001547	0.076710	-0.096513	0.389695	0.462498	1.024273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
0.515031	0.233040	-1.252964	1.387896	-0.909860	-0.563145	-0.244898	1.224397	-1.395746	1.387920	0.479682	0.255552	-1.305925	1.438705	-1.140049	-0.528190	-0.220135	1.133601	-1.495250	1.277567	-0.044579	-0.053974	0.229539	0.098483	0.530269	-0.048163	-0.123646	0.454236	0.492923	1.117910	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
